00000.vtk,52.6409,128.315,0,0.00183013,0.0409459,-0.0527209,0.997768
00001.vtk,52.7574,128.303,0,-4.38235e-05,0.03644,-0.0571316,0.997701
00002.vtk,52.872,128.289,0,-0.0012426,0.0364375,-0.0578293,0.997661
00003.vtk,52.9971,128.274,0,-0.00188225,0.0370165,-0.0598748,0.997518
00004.vtk,53.1102,128.261,0,-0.00291894,0.03574,-0.0619894,0.997432
00005.vtk,53.2348,128.245,0,-0.00222147,0.0371142,-0.0622894,0.997365
00006.vtk,53.3474,128.231,0,-0.000150327,0.036952,-0.064251,0.997249
00007.vtk,53.4723,128.214,0,-0.000675787,0.0361021,-0.0642637,0.997279
00008.vtk,53.5863,128.199,0,0.00125434,0.0371141,-0.0660141,0.997127
00009.vtk,53.7102,128.183,0,0.00133084,0.0385122,-0.0681932,0.996928
00010.vtk,53.8241,128.167,0,0.00311059,0.0410636,-0.0697076,0.996717
00011.vtk,53.9364,128.151,0,0.00333184,0.0429418,-0.0715463,0.996507
00012.vtk,54.0379,128.136,0,0.00395743,0.0456205,-0.0719083,0.99636
00013.vtk,54.1517,128.119,0,0.00301834,0.0460422,-0.0736185,0.996219
00014.vtk,54.2654,128.102,0,0.00158066,0.0467542,-0.0743582,0.996134
00015.vtk,54.389,128.084,0,0.00281611,0.0467585,-0.07549,0.996046
00016.vtk,54.5027,128.066,0,0.00211747,0.045692,-0.0769926,0.995982
00017.vtk,54.6272,128.047,0,0.00229397,0.0458522,-0.0785936,0.995849
00018.vtk,54.7397,128.029,0,0.00111756,0.0457398,-0.0797141,0.995767
00019.vtk,54.8636,128.009,0,0.00112818,0.0449837,-0.0818403,0.995629
00020.vtk,54.9756,127.99,0,9.16095e-05,0.0461646,-0.0831329,0.995469
00021.vtk,55.0998,127.969,0,0.00101391,0.0455848,-0.084717,0.995361
00022.vtk,55.2131,127.949,0,-0.000236823,0.0470618,-0.0857099,0.995208
00023.vtk,55.3363,127.928,0,0.000613001,0.0464789,-0.086672,0.995152
00024.vtk,55.4495,127.908,0,0.000498555,0.0462453,-0.0883366,0.995016
00025.vtk,55.5735,127.885,0,0.000795787,0.0447915,-0.0886245,0.995057
00026.vtk,55.6852,127.865,0,0.00197581,0.0442238,-0.0904824,0.994914
00027.vtk,55.8086,127.842,0,0.00174447,0.0444336,-0.0918934,0.994775
00028.vtk,55.9221,127.821,0,0.00214949,0.047492,-0.0928308,0.994546
00029.vtk,56.0445,127.798,0,0.00172632,0.0488219,-0.0945547,0.99432
00030.vtk,56.1574,127.776,0,-0.000252007,0.0500825,-0.0958601,0.994134
00031.vtk,56.279,127.752,0,0.00025087,0.0507938,-0.0966329,0.994023
00032.vtk,56.3928,127.73,0,-0.000341155,0.0469236,-0.0981767,0.994062
00033.vtk,56.5056,127.707,0,-0.00092342,0.0454844,-0.0992415,0.994023
00034.vtk,56.6046,127.687,0,-0.000862341,0.0451108,-0.0998019,0.993984
00035.vtk,56.7172,127.664,0,-0.00227684,0.044283,-0.101574,0.993839
00036.vtk,56.8298,127.641,0,-0.00253414,0.0442417,-0.103046,0.993689
00037.vtk,56.9521,127.615,0,-0.00280496,0.0452347,-0.104309,0.993512
00038.vtk,57.0645,127.591,0,-0.00272063,0.0445547,-0.106311,0.99333
00039.vtk,57.1871,127.564,0,-0.00359567,0.0429454,-0.108178,0.993197
00040.vtk,57.2984,127.539,0,-0.00402685,0.0424279,-0.10909,0.993118
00041.vtk,57.4209,127.512,0,-0.00242629,0.0393012,-0.110441,0.993102
00042.vtk,57.5333,127.486,0,-0.00224434,0.0381053,-0.111426,0.993039
00043.vtk,57.6549,127.458,0,-0.00137365,0.0396626,-0.112777,0.992828
00044.vtk,57.7669,127.432,0,-0.00213458,0.0402743,-0.114847,0.992564
00045.vtk,57.8876,127.404,0,-0.00146848,0.0444846,-0.116088,0.992241
00046.vtk,58.0004,127.377,0,-0.00224073,0.0461695,-0.117811,0.99196
00047.vtk,58.3482,127.291,0,-0.0019885,0.0413871,-0.12209,0.991654
00048.vtk,58.3482,127.291,0,-0.0019885,0.0413871,-0.12209,0.991654
00049.vtk,58.3738,127.285,0,-0.00237707,0.0415873,-0.12239,0.991607
00050.vtk,58.4663,127.261,0,-0.00254538,0.0413476,-0.123232,0.991513
00051.vtk,58.5875,127.23,0,-0.00296928,0.0417326,-0.124159,0.99138
00052.vtk,58.6988,127.202,0,-0.0017866,0.0431346,-0.126555,0.99102
00053.vtk,58.8208,127.17,0,-0.00103579,0.0447267,-0.127704,0.990803
00054.vtk,58.9305,127.141,0,-0.00107811,0.0453426,-0.129082,0.990596
00055.vtk,59.0518,127.109,0,-0.00101382,0.0440367,-0.130815,0.990428
00056.vtk,59.1624,127.079,0,-0.000138861,0.0427574,-0.12355,0.991417
00057.vtk,59.2842,127.049,0,0.00209582,0.0421278,-0.105269,0.993549
00058.vtk,59.3968,127.026,0,0.00300717,0.0389505,-0.100049,0.994215
00059.vtk,59.5193,127.001,0,0.00571772,0.0412577,-0.0997874,0.994137
00060.vtk,59.632,126.978,0,0.00699404,0.0429098,-0.100828,0.993954
00061.vtk,59.7446,126.955,0,0.00842158,0.0445632,-0.101878,0.993763
00062.vtk,59.8664,126.93,0,0.0107958,0.045143,-0.0874617,0.995086
00063.vtk,60.0134,126.908,0,0.0149159,0.0447876,-0.0507504,0.997595
00064.vtk,60.1611,126.897,0,0.0165351,0.0430153,-0.0142395,0.998836
00065.vtk,60.3104,126.896,0,0.0192068,0.039681,0.0180847,0.998864
00066.vtk,60.4358,126.901,0,0.0180759,0.0389428,0.0215637,0.998845
00067.vtk,60.5497,126.906,0,0.0168627,0.0391015,0.0206577,0.998879
00068.vtk,60.6755,126.912,0,0.0157066,0.0386211,0.0203407,0.998923
00069.vtk,60.7884,126.916,0,0.0151331,0.0394534,0.0228315,0.998846
00070.vtk,60.9146,126.923,0,0.0149714,0.0409786,0.0406397,0.998221
00071.vtk,61.0292,126.933,0,0.0139949,0.0423504,0.0414724,0.998144
00072.vtk,61.1538,126.943,0,0.0123029,0.0451709,0.0408664,0.998067
00073.vtk,61.2684,126.953,0,0.0117449,0.0447964,0.0392191,0.998157
00074.vtk,61.3935,126.963,0,0.00882662,0.0462164,0.0378039,0.998177
00075.vtk,61.5067,126.971,0,0.00732978,0.0444618,0.0363114,0.998324
00076.vtk,61.6323,126.98,0,0.00563234,0.043322,0.0351408,0.998427
00077.vtk,61.7471,126.988,0,0.00218938,0.0419734,0.0338195,0.998544
00078.vtk,61.8718,126.997,0,0.00200892,0.0405326,0.032071,0.998661
00079.vtk,61.9866,127.004,0,-0.0011253,0.0403321,0.029969,0.998736
00080.vtk,62.1103,127.011,0,-0.00141337,0.0402353,0.0285063,0.998783
00081.vtk,62.2262,127.018,0,-0.0016103,0.0400386,0.0264997,0.998845
00082.vtk,62.3405,127.024,0,-0.0018132,0.0376915,0.0245112,0.998987
00083.vtk,62.4414,127.028,0,-0.000706673,0.0372519,0.0225117,0.999052
00084.vtk,62.5568,127.034,0,-0.00272021,0.0368963,0.0216307,0.999081
00085.vtk,62.6717,127.038,0,-0.00113634,0.0351642,0.0205246,0.99917
00086.vtk,62.7961,127.043,0,-0.00116329,0.0349052,0.0186615,0.999216
00087.vtk,62.911,127.047,0,-2.07862e-05,0.0368115,0.0218566,0.999083
00088.vtk,63.0368,127.054,0,0.00103181,0.0377068,0.0330615,0.998741
00089.vtk,63.1843,127.065,0,0.000345028,0.0406318,0.0491288,0.997966
