0.08088432, 0.02319789, 0.01445859, 0.01488525, 0.01405732, 0.01500679, 0.01511821, 0.01423313, 0.01497099, 0.01485469, 0.01430414, 0.01470628, 0.0153705, 0.01504827, 0.01440826, 0.01401529, 0.01399958, 0.0150465, 0.01459318, 0.01456423, 0.01421721, 0.01558418, 0.01534742, 0.01483738, 0.01461227, 0.01498731, 0.01487159, 2.492436, 0.3128949, 1.821238
6.24826, 0.01497522, 0.01466047, 0.01449202, 0.01523277, 0.01453249, 0.01436572, 0.01455268, 0.0157575, 0.01436652, 0.01560038, 0.0157387, 0.01453718, 0.01549761, 0.01452066, 0.01459463, 0.01400518, 0.0146403, 0.01533853, 0.01513314, 0.01487638, 0.01430382, 0.0151388, 0.01551154, 4.614416, 0.007224386, 0.1249121, 4.826444, 0.01713454, 0.6805267
0.0154995, 3.650759, 0.01573071, 0.02527554, 0.01528202, 0.01411302, 0.01493777, 0.0154713, 0.0146214, 0.01514854, 0.01383092, 0.014479, 0.01475768, 0.0143043, 0.01502371, 0.01481292, 0.01510116, 0.01405955, 0.01395642, 0.0159534, 0.01513845, 0.007039497, 0.01501699, 0.01316355, 1.142605, 0.01769098, 0.09231328, 1.100585, 4.669229, 4.602775
8.096798, 13.74458, 3.059814, 0.01576254, 0.3757117, 9.370545, 0.4503371, 0.0145445, 0.01550799, 0.01607765, 0.01451731, 0.01536465, 0.01529228, 0.01474392, 0.01498005, 0.01494369, 5.241808, 0.01471845, 0.04625069, 0.01410245, 0.01449677, 0.01412539, 0.01499064, 0.01468956, 4.391446, 3.934817, 7.65329, 0.8959715, 4.17029, 25.47032
11.62558, 10.43323, 0.01425717, 4.76416, 9.082029, 0.01517396, 0.06568263, 6.224165, 0.5517464, 0.01458974, 2.856194, 2.483755, 0.01521181, 0.01437764, 0.001880829, 0.01087477, 0.01482808, 0.01484618, 0.01327762, 0.0153616, 0.07685471, 0.01379318, 4.590039, 0.01503059, 9.426123, 3.936001, 24.8677, 10.14323, 7.103142, 6.369421
9.057503, 11.63451, 13.46075, 7.68537, 8.06388, 10.09482, 5.533131, 7.834482, 0.1516629, 34.74321, 0.4613159, 0.01688328, 0.013165, 0.04643828, 0.01479163, 0.01402796, 0.04456201, 0.01485382, 0.01376691, 0.7548508, 0.01497706, 7.303612, 9.617571, 3.101032, 6.362892, 16.8951, 3.690907, 32.38608, 9.126783, 4.337218
35.27177, 50.62202, 5.974462, 19.01802, 9.600834, 2.22033, 23.36516, 22.64846, 54.092, 23.88956, 15.38412, 38.30436, 41.96667, 13.72201, 2.000024, 3.996161, 0.0051119, 5.207534, 3.151167, 0.08368568, 3.524245, 0.1148005, 25.34732, 24.7512, 10.65009, 8.32378, 8.196958, 13.40255, 6.795545, 6.357329
87.96002, 85.22503, 37.77554, 27.7461, 7.490042, 16.77661, 46.67038, 44.64972, 71.41264, 28.95389, 65.43542, 52.61166, 52.76978, 29.47729, 3.845906, 0.02063628, 1.450155, 5.154889, 0.6580001, 2.470787, 23.65576, 24.14857, 25.05744, 25.53404, 26.85487, 23.71614, 10.17368, 9.092385, 9.961271, 33.20693
99.64996, 105.527, 95.25631, 69.27178, 83.57571, 60.16382, 42.0811, 83.78681, 66.80582, 53.26329, 55.40395, 81.12408, 66.77149, 64.91069, 68.58916, 69.80979, 51.10894, 59.47173, 59.58245, 24.68375, 17.74903, 48.49352, 25.84383, 48.59432, 19.87999, 21.5387, 25.90033, 23.77781, 7.984272, 45.80741
113.4558, 54.6729, 114.8133, 102.0999, 83.29726, 95.92535, 81.40797, 54.41945, 64.94724, 66.70744, 53.63832, 75.06512, 59.25465, 69.43908, 80.09837, 74.23587, 70.38101, 64.89688, 62.98558, 67.04166, 67.76671, 59.9986, 69.65767, 63.20325, 63.01431, 58.91571, 53.22576, 20.49491, 47.17506, 27.91044
116.9845, 93.59502, 104.1944, 110.1163, 117.0191, 96.39134, 91.02089, 70.79742, 66.21937, 98.69653, 68.79411, 67.83402, 66.53208, 75.14324, 79.36727, 84.6533, 63.18474, 66.49258, 72.17448, 61.3166, 67.89889, 59.94956, 61.82973, 61.43944, 64.51794, 60.00229, 58.51715, 58.68862, 63.53545, 55.43039
108.3031, 76.17838, 94.39822, 97.86939, 119.6309, 99.61803, 71.29112, 72.19641, 62.83965, 66.98958, 68.52625, 70.92981, 100.6386, 74.84721, 72.42713, 68.95405, 64.40825, 61.21849, 75.79741, 78.92773, 60.46771, 67.81437, 68.0818, 73.61634, 80.72887, 64.61624, 58.8157, 57.48641, 62.68559, 60.99421
