25.31452, 21.10962, 20.50874, 13.93616, 9.606429, 14.36328, 13.17973, 4.816445, 5.504707, 5.884896, 6.242651, 6.069983, 3.495666, 8.651799, 5.418176, 9.957499, 6.271545, 9.369283, 8.474495, 8.300678
24.44281, 20.91213, 23.19199, 17.44202, 15.79284, 13.18662, 6.193377, 5.586406, 5.495566, 5.887122, 3.271266, 3.216038, 4.349092, 4.836444, 3.67595, 5.664572, 3.855721, 7.658018, 4.312079, 7.36364
21.42199, 19.83678, 22.27118, 16.57984, 14.38961, 3.993809, 8.000046, 6.983134, 5.795056, 3.681767, 5.445197, 4.807189, 5.281682, 5.144094, 4.933501, 4.113674, 5.409591, 3.527585, 5.428942, 5.565605
21.25438, 16.63753, 23.28642, 9.280744, 15.19858, 10.45705, 3.036129, 2.330631, 1.518431, 1.67942, 0.9472948, 5.355515, 4.200727, 3.58265, 3.433527, 3.288019, 4.661387, 5.565061, 4.586372, 5.333722
16.85057, 23.16799, 15.68294, 11.44247, 6.412628, 5.698841, 2.435976, 2.392624, 2.045573, 1.683805, 1.149695, 1.650142, 0.9931851, 2.266925, 2.289648, 2.572131, 2.735441, 1.657639, 7.082941, 7.589735
17.30632, 17.44345, 16.29256, 13.96374, 4.090094, 2.42513, 2.466781, 2.35931, 2.270722, 2.224829, 0.9531544, 1.089637, 0.9170337, 2.379608, 1.711228, 1.956236, 2.596795, 2.50725, 3.648279, 7.437857
14.74079, 16.81639, 13.45016, 13.86926, 4.043174, 2.438578, 2.46415, 2.471956, 2.440581, 2.363724, 2.159284, 1.103296, 1.514623, 0.8200961, 1.827964, 1.74799, 1.83459, 2.080683, 3.668533, 6.903174
15.10499, 15.62087, 14.19007, 10.77666, 11.61712, 2.494059, 2.506847, 2.476598, 2.468242, 2.453796, 1.98023, 1.788979, 1.289107, 0.9643508, 0.3888844, 1.732342, 1.57531, 2.269239, 6.600778, 6.518465
14.91565, 13.90109, 14.21329, 11.41686, 12.38825, 2.45936, 2.502227, 2.475433, 2.456084, 2.503807, 2.500856, 2.402028, 1.510118, 1.025882, 1.249453, 1.618583, 2.09737, 2.561263, 2.640958, 4.770874
16.36097, 14.754, 16.05702, 10.59951, 11.10607, 2.4823, 2.507672, 2.487103, 2.485289, 2.498003, 2.481316, 2.472001, 1.478016, 1.702437, 1.155815, 0.5898434, 1.723633, 2.000497, 3.645963, 5.922513
14.30076, 14.67736, 15.01759, 15.26377, 11.74258, 2.473321, 2.500726, 2.471097, 2.464647, 2.535544, 2.456768, 2.467339, 2.361335, 1.524684, 1.3717, 0.8300645, 0.1568724, 2.478715, 3.57192, 4.713012
15.29892, 14.523, 13.48406, 11.28924, 3.526626, 2.463706, 2.4784, 2.484126, 2.483168, 2.439472, 2.484427, 2.494572, 2.316012, 1.231636, 0.79137, 0.8415452, 4.358191, 5.043146, 7.851324, 6.3406
13.65416, 10.08763, 12.17876, 12.13836, 13.34058, 11.5088, 2.521181, 2.47601, 2.465421, 2.475096, 2.500232, 2.465181, 1.992918, 2.796124, 4.502284, 3.932123, 3.152184, 7.666547, 6.656781, 5.604199
12.66545, 13.84352, 13.07446, 13.65023, 14.2231, 13.35856, 13.12985, 2.457809, 2.538722, 2.469879, 6.833635, 3.09086, 1.379685, 3.77356, 4.63237, 4.518713, 6.846124, 6.368556, 8.939137, 7.702419
13.75911, 15.63133, 12.39899, 14.54364, 13.4766, 13.13058, 11.57513, 10.91872, 2.470251, 6.249327, 6.341821, 7.627264, 3.53376, 5.447276, 4.042477, 6.366986, 7.776385, 9.611434, 8.24836, 6.734455
14.30385, 13.9763, 12.99124, 13.19234, 13.31981, 13.53213, 11.5887, 12.3718, 7.495175, 7.835261, 7.40385, 6.927121, 5.398954, 3.849929, 4.155301, 4.299571, 6.174145, 5.473589, 12.02249, 11.46003
22.52386, 13.85055, 13.50251, 13.16737, 15.41527, 12.44047, 14.30951, 12.40008, 8.154349, 6.697977, 7.838644, 7.930206, 5.573734, 6.713953, 3.695382, 4.146842, 3.768072, 6.189139, 11.02777, 11.52382
28.26616, 13.75144, 13.79162, 12.93772, 12.32379, 12.74499, 13.02375, 9.282572, 8.785151, 8.124685, 8.475377, 7.683369, 7.581147, 4.820861, 7.251937, 3.556291, 4.946646, 11.77911, 10.49093, 11.92662
25.12661, 16.20213, 13.57833, 13.04928, 12.29523, 13.30875, 12.25513, 8.822561, 8.763536, 8.04724, 8.44802, 8.189318, 8.407561, 8.39854, 6.999216, 7.247432, 8.323792, 12.93206, 12.29662, 13.96438
25.06845, 15.68674, 14.68382, 15.70053, 13.9202, 12.57372, 14.16766, 10.92386, 8.366483, 8.137855, 7.760217, 8.107513, 9.736864, 9.618521, 9.815613, 8.760398, 9.15937, 16.41229, 12.41266, 12.25796
