17.30802, 17.31356, 16.90938, 14.70824, 13.00448, 10.45291, 6.802404, 2.084572, 4.673083, 1.55068, 1.221833, 4.391026, 2.00759, 4.831625, 5.024847, 5.621889, 5.878521, 9.005034, 12.34675, 14.92462
16.37901, 16.86738, 15.17291, 13.02744, 12.37694, 6.866748, 6.239286, 4.696851, 2.493607, 5.639478, 5.590624, 5.859644, 4.827714, 1.189605, 4.367193, 3.806639, 6.940774, 10.83848, 9.833416, 13.6321
23.18899, 15.54522, 13.14087, 12.91981, 11.52107, 6.57282, 6.999413, 2.274596, 5.62006, 1.400843, 5.513391, 3.722873, 0.780391, 3.680292, 2.341043, 3.661512, 1.894937, 4.727025, 9.255214, 10.23423
17.64889, 13.64238, 11.49611, 14.41299, 11.74298, 7.286793, 6.187555, 0.4180969, 0.4329674, 0.2262592, 0.143455, 0.5286466, 1.117401, 3.699738, 1.377975, 5.688523, 3.67848, 5.769066, 3.453855, 8.7066
14.22483, 8.157878, 10.69869, 7.20865, 9.193959, 5.940342, 0.1115009, 0.09924401, 0.06042141, 0.2356453, 0.07304315, 0.1109749, 1.568357, 1.619887, 1.833747, 2.406744, 3.625613, 3.780346, 4.325243, 8.140159
14.01634, 4.897439, 7.38008, 5.71284, 12.55803, 6.575025, 0.07140037, 0.07250863, 0.07423913, 0.04536794, 0.2805055, 0.05805256, 0.4568678, 1.498175, 1.876673, 2.882966, 2.211517, 5.422676, 3.769056, 9.71532
15.13, 6.424476, 6.373331, 4.920923, 6.692599, 6.054045, 0.07190805, 0.07000141, 0.06983761, 0.07030068, 0.08714476, 0.443555, 1.167627, 1.143431, 1.85183, 1.757073, 3.568892, 3.463843, 3.380211, 6.890015
6.511492, 5.276533, 5.936992, 4.951247, 6.779703, 5.660955, 0.06858455, 0.06848625, 0.07018653, 0.06856126, 0.06832364, 0.06815773, 0.01727622, 1.421616, 0.4300031, 0.963068, 1.004662, 2.934233, 7.320368, 5.668614
6.999346, 5.422977, 7.415789, 5.708005, 2.941576, 0.103319, 0.07084412, 0.07082178, 0.07157312, 0.0697726, 0.06991197, 0.06945523, 0.06865407, 0.0119549, 0.250075, 0.6864057, 2.048731, 1.419041, 2.91227, 7.706507
6.437033, 6.978539, 6.292092, 5.780092, 2.536726, 4.002608, 0.06926461, 0.06888715, 0.07124473, 0.06768728, 0.06988242, 0.06868155, 0.06975989, 0.06621987, 0.02408332, 0.2503709, 1.889659, 2.468606, 4.261601, 6.065478
6.939655, 5.860527, 7.047267, 5.642593, 4.525184, 4.567549, 0.07160407, 0.06857561, 0.06982908, 0.07209654, 0.07040938, 0.06827268, 0.06932334, 0.0681928, 0.03681605, 0.09555836, 1.756265, 2.003851, 3.030549, 5.930187
5.792896, 5.830516, 5.754695, 6.353876, 5.559108, 2.861773, 0.1162361, 0.06967118, 0.06845668, 0.07026873, 0.07034219, 0.06962972, 0.06857255, 0.06445765, 0.04406749, 0.7612081, 4.298073, 7.148231, 10.55753, 13.69097
7.634607, 7.075125, 6.943446, 7.494765, 2.263456, 2.186214, 1.768376, 0.07103714, 0.07090373, 0.06923681, 0.06888675, 0.0681828, 0.06948452, 0.06873355, 0.01888533, 6.442179, 7.718217, 10.66728, 13.76613, 12.00557
8.726873, 6.75175, 7.695759, 6.770849, 3.130861, 6.518791, 6.988921, 0.06884702, 0.07089528, 0.06899843, 0.07011033, 0.06398482, 0.0458043, 0.20471, 7.290786, 8.125274, 6.89646, 7.13051, 9.338305, 20.24458
7.398292, 7.306574, 7.893313, 7.10639, 7.170798, 6.708444, 6.345803, 6.5694, 6.923017, 5.291041, 7.415765, 4.972695, 5.024188, 6.256702, 7.379051, 6.673932, 7.918948, 6.226107, 9.64738, 14.32757
7.887527, 7.582684, 7.800274, 6.887568, 6.500743, 6.94804, 6.58081, 7.297909, 9.720227, 9.194742, 7.038852, 6.45705, 7.18228, 6.547569, 7.255468, 6.990562, 7.184009, 7.047741, 11.03147, 9.482645
7.495303, 14.73702, 15.71043, 7.632531, 6.718493, 6.847557, 6.409535, 9.185524, 9.401229, 7.221814, 6.039911, 6.757398, 6.615509, 5.447685, 8.548345, 9.765524, 6.972706, 8.071508, 11.95178, 11.25859
15.25177, 17.05625, 13.92465, 12.43136, 7.336418, 9.843734, 10.01361, 9.69092, 9.37742, 8.738075, 7.582398, 8.051014, 7.728836, 7.87652, 9.288265, 9.694407, 12.39504, 11.41387, 14.30153, 11.99282
16.02912, 15.30988, 15.98352, 14.74205, 10.41342, 10.02893, 9.873004, 9.957078, 9.433309, 10.11601, 7.371698, 7.656905, 7.458156, 9.05816, 9.034281, 10.37486, 10.11197, 12.14149, 13.81684, 15.88009
17.14527, 16.20665, 14.36856, 12.35621, 10.91823, 9.86667, 9.988132, 10.21031, 9.649504, 8.550703, 8.263719, 8.06809, 6.864988, 7.255517, 11.01631, 9.037818, 12.87841, 15.15138, 12.53508, 30.20782
